"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"06.10.2015","97.09","93.90","98.11","90.75","3.26M","3.82%"
"05.10.2015","93.52","92.00","95.00","86.36","4.02M","1.26%"
"02.10.2015","92.36","96.84","97.51","90.70","4.30M","-4.29%"
"01.10.2015","96.50","100.80","103.25","95.28","3.85M","-1.28%"
"30.09.2015","97.75","100.70","101.60","95.60","3.76M","2.68%"
"29.09.2015","95.20","96.90","101.45","94.36","4.58M","-4.13%"
"28.09.2015","99.30","107.00","107.00","97.35","5.58M","-7.46%"
"25.09.2015","107.30","116.55","117.00","105.00","4.92M","-4.32%"
"24.09.2015","112.15","116.60","120.30","111.15","7.31M","0.58%"
"23.09.2015","111.50","105.00","117.00","95.51","11.57M","5.19%"
"22.09.2015","106.00","131.20","131.60","101.35","14.20M","-19.82%"
"21.09.2015","132.20","139.95","142.90","125.40","13.75M","-18.60%"
"18.09.2015","162.40","167.05","167.30","161.65","3.23M","-3.22%"
"17.09.2015","167.80","169.50","170.55","167.80","1.19M","-1.09%"
"16.09.2015","169.65","170.35","171.45","168.00","1.21M","0.27%"
"15.09.2015","169.20","168.80","170.20","167.10","969.84K","1.26%"
"14.09.2015","167.10","168.50","169.95","165.60","938.71K","-0.51%"
"11.09.2015","167.95","168.40","169.10","166.70","833.44K","0.00%"
"10.09.2015","167.95","166.25","170.00","166.20","1.15M","-1.06%"
"09.09.2015","169.75","171.00","172.45","169.55","1.62M","1.68%"
"08.09.2015","166.95","165.35","168.50","165.15","1.22M","2.58%"
"07.09.2015","162.75","163.80","164.55","162.55","598.97K","0.34%"
"04.09.2015","162.20","164.80","166.05","160.80","1.45M","-2.70%"
"03.09.2015","166.70","164.50","167.90","164.00","1.67M","2.27%"
"02.09.2015","163.00","164.70","165.80","162.25","1.41M","-0.82%"
"01.09.2015","164.35","167.00","167.30","163.15","1.60M","-3.04%"
"31.08.2015","169.50","169.80","170.80","168.10","896.02K","-1.08%"
"28.08.2015","171.35","172.70","172.95","169.35","967.37K","-0.49%"
"27.08.2015","172.20","172.80","174.05","170.80","1.69M","2.32%"
"26.08.2015","168.30","167.00","170.85","164.65","1.97M","-0.47%"
"25.08.2015","169.10","161.90","170.80","160.15","3.73M","5.89%"
"24.08.2015","159.70","161.40","164.60","154.00","4.58M","-4.34%"
"21.08.2015","166.95","166.00","170.80","165.05","2.69M","-1.50%"
"20.08.2015","169.50","171.00","173.35","168.55","2.01M","-2.16%"
"19.08.2015","173.25","175.05","176.20","172.70","1.41M","-1.87%"
"18.08.2015","176.55","177.25","178.35","175.80","827.61K","-0.79%"
"17.08.2015","177.95","180.20","181.70","176.10","1.03M","-0.50%"
"14.08.2015","178.85","178.80","180.90","177.45","987.23K","0.22%"
"13.08.2015","178.45","181.35","181.90","177.85","1.35M","0.37%"
"12.08.2015","177.80","180.05","180.60","176.75","2.22M","-3.26%"
"11.08.2015","183.80","188.90","189.05","183.10","1.81M","-3.69%"
"10.08.2015","190.85","191.20","191.60","187.60","762.49K","0.90%"
"07.08.2015","189.15","186.50","190.35","186.15","899.51K","0.85%"
"06.08.2015","187.55","188.50","192.60","187.00","986.04K","-0.58%"
"05.08.2015","188.65","185.55","190.95","185.50","1.97M","2.67%"
"04.08.2015","183.75","183.70","184.75","182.35","925.70K","-0.41%"
"03.08.2015","184.50","182.35","184.50","179.40","1.35M","1.15%"
"31.07.2015","182.40","185.25","185.30","181.25","1.75M","-1.38%"
"30.07.2015","184.95","186.00","186.40","182.85","1.26M","-0.75%"
"29.07.2015","186.35","193.50","193.60","182.40","2.34M","-2.33%"
"28.07.2015","190.80","187.55","190.90","186.70","1.53M","2.47%"
"27.07.2015","186.20","188.70","190.25","185.25","1.55M","-1.90%"
"24.07.2015","189.80","194.35","195.10","188.75","1.78M","-2.72%"
"23.07.2015","195.10","198.00","198.90","193.85","1.05M","-0.20%"
"22.07.2015","195.50","196.50","196.80","192.45","1.32M","-1.01%"
"21.07.2015","197.50","199.20","200.30","197.20","818.80K","-0.43%"
"20.07.2015","198.35","199.60","199.85","196.90","1.19M","-0.82%"
"17.07.2015","200.00","202.70","203.30","199.65","1.15M","-0.45%"
"16.07.2015","200.90","201.00","204.75","196.35","1.95M","1.52%"
"15.07.2015","197.90","198.00","198.90","196.10","1.65M","-1.44%"
"14.07.2015","200.80","205.05","205.45","198.40","1.77M","-2.43%"
"13.07.2015","205.80","208.50","210.90","204.65","1.66M","0.00%"
"10.07.2015","205.80","209.40","209.45","202.30","1.62M","1.03%"
"09.07.2015","203.70","201.45","205.85","200.85","1.11M","2.18%"
"08.07.2015","199.35","204.00","204.35","198.70","2.25M","-2.61%"
"07.07.2015","204.70","209.95","210.75","203.15","1.35M","-2.38%"
"06.07.2015","209.70","208.55","211.90","208.00","876.95K","-1.41%"
"03.07.2015","212.70","213.75","214.55","211.15","574.92K","-0.35%"
"02.07.2015","213.45","217.65","218.00","212.85","699.15K","-1.29%"
"01.07.2015","216.25","210.80","218.60","209.60","1.72M","3.97%"
"30.06.2015","208.00","210.70","213.00","207.85","1.53M","-1.84%"
"29.06.2015","211.90","208.40","216.00","208.00","1.47M","-3.40%"
"26.06.2015","219.35","216.70","221.55","215.60","783.51K","0.32%"
"25.06.2015","218.65","215.05","220.25","215.00","945.33K","0.11%"
"24.06.2015","218.40","220.00","220.85","215.20","1.12M","-0.82%"
"23.06.2015","220.20","219.00","222.85","218.35","1.16M","1.06%"
"22.06.2015","217.90","215.55","218.95","214.20","1.39M","3.76%"
"19.06.2015","210.00","211.00","213.75","209.25","1.68M","-0.12%"
"18.06.2015","210.25","206.30","210.50","203.65","1.39M","1.40%"
"17.06.2015","207.35","210.50","210.90","206.65","942.34K","-1.17%"
"16.06.2015","209.80","207.10","210.35","205.10","1.10M","0.50%"
"15.06.2015","208.75","209.75","211.35","206.00","1.02M","-2.18%"
"12.06.2015","213.40","215.20","218.40","210.45","1.05M","-1.55%"
"11.06.2015","216.75","217.05","219.95","215.25","1.12M","-0.55%"
"10.06.2015","217.95","213.00","219.30","210.60","1.32M","2.49%"
"09.06.2015","212.65","209.75","213.20","206.15","1.38M","0.90%"
"08.06.2015","210.75","213.50","214.45","209.55","980.55K","-1.47%"
"05.06.2015","213.90","216.30","216.70","213.00","1.21M","-1.72%"
"04.06.2015","217.65","216.90","220.00","213.35","982.66K","-0.07%"
"03.06.2015","217.80","216.70","221.60","215.40","878.72K","0.39%"
"02.06.2015","216.95","221.35","221.35","215.65","1.12M","-1.54%"
"01.06.2015","220.35","222.10","222.80","218.10","918.73K","-0.29%"
"29.05.2015","221.00","227.50","228.05","220.50","1.10M","-2.58%"
"28.05.2015","226.85","228.00","229.85","225.10","746.22K","-1.11%"
"27.05.2015","229.40","226.70","230.05","224.30","809.96K","1.35%"
"26.05.2015","226.35","230.70","232.90","225.45","845.89K","-1.57%"
"22.05.2015","229.95","230.30","231.30","228.05","638.16K","-0.24%"
"21.05.2015","230.50","232.30","232.35","227.25","956.32K","-0.90%"
"20.05.2015","232.60","233.00","234.80","231.10","767.84K","-0.26%"
"19.05.2015","233.20","225.25","233.85","225.00","1.74M","4.88%"
"18.05.2015","222.35","216.25","224.05","215.50","1.40M","3.08%"
"15.05.2015","215.70","222.00","222.65","213.90","1.26M","-2.33%"
"14.05.2015","220.85","216.70","221.30","213.40","745.09K","1.26%"
"13.05.2015","218.10","221.90","223.20","216.60","1.15M","-1.11%"
"12.05.2015","220.55","226.80","226.95","219.60","1.60M","-2.97%"
"11.05.2015","227.30","231.45","231.80","226.90","947.37K","-2.03%"
"08.05.2015","232.00","228.55","232.00","225.75","1.36M","3.11%"
"07.05.2015","225.00","219.50","226.80","219.10","1.22M","1.90%"
"06.05.2015","220.80","225.40","226.45","216.45","1.89M","-3.37%"
"05.05.2015","228.50","230.00","235.65","227.65","1.46M","-1.02%"
"04.05.2015","230.85","232.00","233.05","227.40","1.12M","-0.26%"
"30.04.2015","231.45","230.80","234.25","227.65","1.46M","0.30%"
"29.04.2015","230.75","245.50","245.50","229.45","1.83M","-3.97%"
"28.04.2015","240.30","248.75","248.75","240.15","1.25M","-2.10%"
"27.04.2015","245.45","243.40","245.45","239.40","2.30M","5.32%"
"24.04.2015","233.05","231.70","234.70","229.30","1.43M","1.97%"
"23.04.2015","228.55","227.95","229.25","223.95","1.61M","0.84%"
"22.04.2015","226.65","228.00","230.20","225.40","1.39M","-0.59%"
"21.04.2015","228.00","231.50","232.40","227.55","1.93M","-1.21%"
"20.04.2015","230.80","235.75","237.85","230.30","1.41M","-1.79%"
"17.04.2015","235.00","237.10","243.80","234.50","1.73M","-1.12%"
"16.04.2015","237.65","243.65","244.00","237.35","1.22M","-2.08%"
"15.04.2015","242.70","247.40","248.75","242.55","979.12K","-1.52%"
"14.04.2015","246.45","248.00","249.00","244.90","876.74K","-0.88%"
"13.04.2015","248.65","247.80","251.35","247.00","1.03M","-1.80%"
"10.04.2015","253.20","250.60","254.50","248.35","943.69K","1.44%"
"09.04.2015","249.60","246.85","249.70","244.90","801.02K","2.15%"
"08.04.2015","244.35","244.95","245.25","241.20","799.98K","-0.14%"
"07.04.2015","244.70","246.70","246.70","243.45","746.79K","0.37%"
"02.04.2015","243.80","244.65","245.75","242.65","704.49K","-0.35%"
"01.04.2015","244.65","246.60","248.10","243.20","1.57M","-1.29%"
"31.03.2015","247.85","250.00","250.70","245.15","984.45K","-0.82%"
"30.03.2015","249.90","245.60","249.90","244.75","774.26K","2.17%"
"27.03.2015","244.60","246.00","247.90","241.50","1.16M","0.53%"
"26.03.2015","243.30","240.45","243.80","237.05","1.59M","-0.29%"
"25.03.2015","244.00","246.00","248.90","243.70","900.15K","-0.53%"
"24.03.2015","245.30","239.80","246.20","236.60","1.10M","1.87%"
"23.03.2015","240.80","249.70","249.80","240.55","1.24M","-3.70%"
"20.03.2015","250.05","248.30","252.25","246.90","2.02M","0.83%"
"19.03.2015","248.00","244.50","248.50","241.40","1.21M","1.43%"
"18.03.2015","244.50","254.50","255.85","239.55","2.11M","-3.15%"
"17.03.2015","252.45","259.50","262.45","249.55","2.29M","-1.08%"
"16.03.2015","255.20","249.35","256.00","249.05","1.44M","3.01%"
"13.03.2015","247.75","243.00","247.75","241.75","1.01M","2.63%"
"12.03.2015","241.40","243.15","243.65","238.35","1.27M","-0.35%"
"11.03.2015","242.25","233.50","243.40","232.90","1.56M","4.73%"
"10.03.2015","231.30","233.10","233.60","228.40","1.02M","-0.39%"
"09.03.2015","232.20","228.80","232.20","226.75","988.85K","1.02%"
"06.03.2015","229.85","226.80","229.85","225.75","999.42K","1.86%"
"05.03.2015","225.65","225.80","226.80","223.45","972.76K","0.65%"
"04.03.2015","224.20","222.80","224.30","217.35","1.11M","1.17%"
"03.03.2015","221.60","227.45","227.45","220.45","920.29K","-2.38%"
"02.03.2015","227.00","227.00","229.50","225.05","1.19M","0.67%"
"27.02.2015","225.50","225.50","228.55","211.65","2.39M","0.27%"
"26.02.2015","224.90","222.50","224.95","222.50","800.88K","0.85%"
"25.02.2015","223.00","226.10","227.00","221.40","987.58K","-1.37%"
"24.02.2015","226.10","228.10","229.00","224.15","1.01M","-1.12%"
"23.02.2015","228.65","227.50","229.10","227.00","920.63K","1.62%"
"20.02.2015","225.00","222.50","226.40","222.05","1.60M","0.83%"
"19.02.2015","223.15","216.50","223.15","216.30","1.39M","2.76%"
"18.02.2015","217.15","214.00","217.15","213.45","867.60K","2.26%"
"17.02.2015","212.35","211.35","213.55","209.00","975.30K","-0.70%"
"16.02.2015","213.85","212.60","214.45","211.20","648.96K","0.56%"
"13.02.2015","212.65","215.05","216.30","212.50","1.00M","-0.84%"
"12.02.2015","214.45","210.80","215.30","210.15","1.22M","2.00%"
"11.02.2015","210.25","208.60","210.35","207.90","753.86K","0.55%"
"10.02.2015","209.10","207.50","209.45","203.70","1.27M","0.77%"
"09.02.2015","207.50","211.15","211.75","206.85","1.24M","-3.15%"
"06.02.2015","214.25","212.40","214.95","210.05","1.05M","0.73%"
"05.02.2015","212.70","208.30","215.00","207.95","1.31M","1.38%"
"04.02.2015","209.80","207.40","209.80","206.20","1.18M","1.30%"
"03.02.2015","207.10","203.05","209.15","202.50","1.49M","2.40%"
"02.02.2015","202.25","199.10","202.25","199.10","1.01M","1.99%"
"30.01.2015","198.30","204.75","204.95","193.65","2.02M","-2.87%"
"29.01.2015","204.15","202.60","205.65","201.90","940.20K","-0.02%"
"28.01.2015","204.20","203.50","204.80","201.15","1.09M","1.11%"
"27.01.2015","201.95","205.00","206.00","200.55","1.19M","-1.61%"
"26.01.2015","205.25","201.90","205.90","201.20","1.23M","0.71%"
"23.01.2015","203.80","199.10","205.20","199.10","2.28M","2.88%"
"22.01.2015","198.10","195.20","199.40","193.90","2.05M","1.82%"
"21.01.2015","194.55","193.00","195.60","190.75","1.42M","0.78%"
"20.01.2015","193.05","193.10","194.15","191.80","889.28K","0.21%"
"19.01.2015","192.65","192.00","194.10","191.15","1.05M","0.44%"
"16.01.2015","191.80","186.00","192.00","185.25","1.73M","2.84%"
"15.01.2015","186.50","185.25","187.80","179.70","1.78M","1.61%"
"14.01.2015","183.55","183.90","186.55","182.45","995.38K","-1.21%"
"13.01.2015","185.80","182.10","186.50","181.00","1.15M","2.23%"
"12.01.2015","181.75","179.95","182.30","177.80","1.13M","0.47%"
"09.01.2015","180.90","183.00","185.00","179.70","998.62K","-1.60%"
"08.01.2015","183.85","180.65","184.70","179.00","976.78K","3.00%"
"07.01.2015","178.50","178.80","180.30","176.85","692.23K","0.62%"
"06.01.2015","177.40","177.00","180.20","174.30","1.03M","0.62%"
"05.01.2015","176.30","181.20","181.40","175.50","1.14M","-3.40%"
"02.01.2015","182.50","184.50","185.50","180.60","641.90K","-1.16%"
"30.12.2014","184.65","185.30","186.15","184.50","301.39K","-1.05%"
"29.12.2014","186.60","186.40","187.50","183.65","491.36K","-0.27%"
"23.12.2014","187.10","185.80","187.10","185.05","370.24K","0.62%"
"22.12.2014","185.95","186.80","187.30","184.70","462.18K","0.38%"
"19.12.2014","185.25","187.00","187.75","184.10","1.73M","0.38%"
"18.12.2014","184.55","181.05","185.45","180.50","1.49M","3.71%"
"17.12.2014","177.95","176.45","178.65","175.65","844.36K","-0.34%"
"16.12.2014","178.55","175.90","179.10","172.10","2.01M","1.97%"
"15.12.2014","175.10","181.70","182.80","174.20","1.46M","-3.61%"
"12.12.2014","181.65","185.50","185.90","181.15","1.02M","-2.57%"
"11.12.2014","186.45","182.20","187.35","181.70","1.29M","1.97%"
"10.12.2014","182.85","183.70","185.10","182.50","696.44K","-0.14%"
"09.12.2014","183.10","183.50","186.25","182.85","886.94K","-1.69%"
"08.12.2014","186.25","187.80","188.75","186.25","517.50K","-0.96%"
"05.12.2014","188.05","184.35","188.75","184.35","929.02K","3.01%"
"04.12.2014","182.55","184.75","188.10","182.35","1.12M","-1.06%"
"03.12.2014","184.50","184.15","185.35","182.60","516.33K","0.38%"
"02.12.2014","183.80","185.70","186.30","183.15","765.53K","-0.49%"
"01.12.2014","184.70","183.85","185.45","183.80","603.04K","-0.27%"
"28.11.2014","185.20","184.90","185.30","183.60","853.05K","0.41%"
"27.11.2014","184.45","183.15","184.55","181.95","659.07K","0.99%"
"26.11.2014","182.65","183.95","184.35","181.75","871.32K","-0.35%"
"25.11.2014","183.30","179.75","184.35","179.30","1.63M","1.86%"
"24.11.2014","179.95","177.50","180.65","176.70","1.11M","1.12%"
"21.11.2014","177.95","175.45","178.75","174.55","1.85M","2.04%"
"20.11.2014","174.40","174.65","174.65","172.20","598.27K","0.23%"
"19.11.2014","174.00","174.80","175.00","172.85","684.20K","-0.20%"
"18.11.2014","174.35","171.85","175.05","171.30","1.17M","2.08%"
"17.11.2014","170.80","168.35","171.20","167.55","692.45K","0.50%"
"14.11.2014","169.95","169.40","171.10","168.40","880.45K","0.86%"
"13.11.2014","168.50","170.00","170.45","167.20","655.04K","-0.33%"
"12.11.2014","169.05","171.00","171.05","168.25","828.64K","-1.49%"
"11.11.2014","171.60","172.00","172.35","170.35","676.58K","-0.26%"
"10.11.2014","172.05","170.90","172.70","169.40","571.81K","0.53%"
"07.11.2014","171.15","174.70","174.70","170.30","978.69K","-1.33%"
"06.11.2014","173.45","170.55","174.70","170.55","1.31M","1.49%"
"05.11.2014","170.90","169.00","171.85","169.00","830.43K","1.36%"
"04.11.2014","168.60","169.85","171.70","168.00","916.40K","-0.68%"
"03.11.2014","169.75","170.45","170.85","168.50","873.45K","-0.18%"
"31.10.2014","170.05","169.70","171.20","168.65","1.53M","2.97%"
"30.10.2014","165.15","167.90","169.95","162.25","2.16M","1.88%"
"29.10.2014","162.10","162.05","163.85","161.70","843.81K","0.75%"
"28.10.2014","160.90","159.85","161.50","158.90","773.25K","1.61%"
"27.10.2014","158.35","162.00","162.00","155.75","1.54M","-1.31%"
"24.10.2014","160.45","161.20","162.85","159.55","826.23K","-0.53%"
"23.10.2014","161.30","159.40","162.30","157.50","978.22K","0.88%"
"22.10.2014","159.90","160.90","161.15","158.55","912.09K","0.38%"
"21.10.2014","159.30","156.25","161.35","155.20","1.46M","1.50%"
"20.10.2014","156.95","159.75","159.95","156.00","1.20M","-1.91%"
"17.10.2014","160.00","154.95","160.55","154.75","2.72M","4.51%"
"16.10.2014","153.10","151.70","154.65","147.40","2.95M","1.90%"
"15.10.2014","150.25","156.00","156.05","149.25","1.66M","-3.25%"
"14.10.2014","155.30","152.65","157.30","151.90","1.69M","1.37%"
"13.10.2014","153.20","149.50","154.25","148.50","1.34M","1.49%"
"10.10.2014","150.95","154.60","154.60","150.40","1.98M","-2.99%"
"09.10.2014","155.60","156.75","158.55","155.10","1.11M","0.19%"
"08.10.2014","155.30","156.45","157.10","154.90","1.43M","-1.11%"
"07.10.2014","157.05","156.30","158.65","154.50","1.54M","0.03%"
"06.10.2014","157.00","160.65","161.35","156.35","1.28M","-0.41%"
"02.10.2014","157.65","160.80","162.20","157.55","1.61M","-1.90%"
"01.10.2014","160.70","164.60","165.80","159.55","1.56M","-2.25%"
"30.09.2014","164.40","163.25","164.75","162.20","1.21M","-0.30%"
"29.09.2014","164.90","166.95","167.45","163.65","896.00K","-0.84%"
"26.09.2014","166.30","166.30","166.85","165.05","942.09K","-0.15%"
"25.09.2014","166.55","170.00","171.40","165.55","1.46M","-2.12%"
"24.09.2014","170.15","171.20","171.40","168.85","1.13M","-0.38%"
"23.09.2014","170.80","175.00","175.25","170.15","1.33M","-1.87%"
"22.09.2014","174.05","175.60","175.70","173.20","813.22K","-1.28%"
"19.09.2014","176.30","177.40","178.40","176.30","2.29M","0.28%"
"18.09.2014","175.80","174.50","176.35","173.60","658.63K","0.86%"
"17.09.2014","174.30","175.65","175.75","174.15","569.26K","-0.09%"
"16.09.2014","174.45","175.75","175.80","173.65","652.48K","-0.51%"
"15.09.2014","175.35","175.00","175.95","174.60","487.02K","-0.09%"
"12.09.2014","175.50","176.70","176.90","174.45","503.72K","-0.45%"
"11.09.2014","176.30","176.80","176.80","174.30","525.60K","0.20%"
"10.09.2014","175.95","176.70","177.15","174.85","915.72K","-0.82%"
"09.09.2014","177.40","179.80","180.40","176.40","851.73K","-1.20%"
"08.09.2014","179.55","180.30","180.60","178.70","523.55K","0.08%"
"05.09.2014","179.40","178.00","180.45","177.40","1.10M","1.16%"
"04.09.2014","177.35","174.95","178.25","173.60","1.09M","1.87%"
"03.09.2014","174.10","172.50","175.55","171.90","1.05M","1.49%"
"02.09.2014","171.55","172.40","173.20","171.40","940.44K","0.91%"
"01.09.2014","170.00","171.00","171.00","168.40","599.10K","-0.50%"
"29.08.2014","170.85","172.50","173.15","169.10","855.84K","-0.70%"
"28.08.2014","172.05","173.95","174.15","170.35","751.93K","-1.23%"
"27.08.2014","174.20","175.85","176.00","173.35","620.13K","-0.57%"
"26.08.2014","175.20","174.45","175.45","172.75","590.13K","0.49%"
"25.08.2014","174.35","174.60","175.25","173.05","479.85K","1.31%"
"22.08.2014","172.10","173.10","173.95","171.55","723.15K","-0.38%"
"21.08.2014","172.75","172.45","173.70","171.70","660.74K","0.67%"
"20.08.2014","171.60","170.70","171.85","169.90","758.32K","0.85%"
"19.08.2014","170.15","167.90","170.90","167.80","879.11K","1.83%"
"18.08.2014","167.10","168.00","168.75","166.70","622.51K","0.97%"
"15.08.2014","165.50","168.00","169.45","164.20","1.07M","-1.43%"
"14.08.2014","167.90","167.55","168.55","165.75","647.30K","0.00%"
"13.08.2014","167.90","169.05","169.35","167.25","715.12K","0.12%"
"12.08.2014","167.70","169.00","169.25","166.95","712.22K","-0.47%"
"11.08.2014","168.50","168.30","169.50","166.75","916.07K","1.81%"
"08.08.2014","165.50","162.50","166.40","162.50","1.57M","-0.72%"
"07.08.2014","166.70","168.40","169.85","165.90","1.09M","-1.01%"
"06.08.2014","168.40","168.30","169.10","164.55","1.52M","-0.94%"
"05.08.2014","170.00","173.95","174.15","168.55","1.17M","-1.62%"
"04.08.2014","172.80","174.25","174.85","172.05","757.19K","-0.14%"
"01.08.2014","173.05","175.00","175.10","170.60","1.31M","-0.86%"
"31.07.2014","174.55","177.40","179.35","173.20","1.63M","-0.65%"
"30.07.2014","175.70","177.55","178.50","174.80","938.69K","-0.82%"
"29.07.2014","177.15","176.40","178.00","173.65","1.12M","0.60%"
"28.07.2014","176.10","180.30","180.50","174.85","1.38M","-2.17%"
"25.07.2014","180.00","182.55","182.65","179.20","788.72K","-1.83%"
"24.07.2014","183.35","184.00","184.35","182.20","629.60K","-0.22%"
"23.07.2014","183.75","182.75","184.70","182.30","785.50K","0.80%"
"22.07.2014","182.30","183.15","183.40","181.80","620.55K","0.52%"
"21.07.2014","181.35","183.25","183.35","180.45","675.88K","-1.17%"
"18.07.2014","183.50","183.50","184.80","182.05","1.26M","-0.81%"
"17.07.2014","185.00","188.20","189.05","183.15","1.46M","-2.17%"
"16.07.2014","189.10","187.85","189.70","186.70","631.99K","1.39%"
"15.07.2014","186.50","186.75","190.10","185.55","906.27K","-0.03%"
"14.07.2014","186.55","187.00","187.20","185.25","477.50K","0.65%"
"11.07.2014","185.35","185.25","186.70","184.85","690.27K","0.52%"
"10.07.2014","184.40","185.20","185.55","181.80","1.04M","-0.05%"
"09.07.2014","184.50","185.75","186.20","183.80","824.12K","-0.27%"
"08.07.2014","185.00","189.60","189.60","184.65","1.23M","-2.01%"
"07.07.2014","188.80","191.60","193.00","188.75","679.65K","-1.64%"
"04.07.2014","191.95","192.25","192.80","191.40","345.19K","-0.29%"
"03.07.2014","192.50","191.00","192.75","190.20","1.08M","-0.16%"
"02.07.2014","192.80","193.00","194.50","192.50","678.05K","0.29%"
"01.07.2014","192.25","193.00","193.10","190.40","703.52K","0.23%"
"30.06.2014","191.80","191.25","192.15","190.25","616.93K","0.42%"
"27.06.2014","191.00","191.75","192.30","190.25","579.29K","0.21%"
"26.06.2014","190.60","193.30","193.75","189.90","743.76K","-1.12%"
"25.06.2014","192.75","194.05","194.25","191.35","710.71K","-0.82%"
"24.06.2014","194.35","195.75","196.15","193.80","580.36K","-0.38%"
"23.06.2014","195.10","197.50","197.50","194.25","621.73K","-0.89%"
"20.06.2014","196.85","197.20","197.90","195.90","1.80M","-0.35%"
"19.06.2014","197.55","197.25","197.85","196.70","840.85K","1.00%"
"18.06.2014","195.60","196.50","196.95","195.25","589.29K","-0.18%"
"17.06.2014","195.95","195.50","197.40","194.90","641.09K","0.41%"
"16.06.2014","195.15","195.05","195.80","193.80","661.33K","-0.61%"
"13.06.2014","196.35","197.30","197.55","193.60","824.59K","-0.51%"
"12.06.2014","197.35","196.05","197.65","195.85","1.84M","0.51%"
"11.06.2014","196.35","195.50","196.40","193.50","910.96K","0.43%"
"10.06.2014","195.50","195.60","196.65","194.80","733.01K","-0.76%"
"09.06.2014","197.00","196.75","197.90","195.75","382.42K","0.03%"
"06.06.2014","196.95","196.35","197.35","194.55","994.64K","0.64%"
"05.06.2014","195.70","192.50","195.70","191.75","1.59M","1.50%"
"04.06.2014","192.80","192.45","193.50","191.80","2.23M","-1.46%"
"03.06.2014","195.65","195.60","196.20","194.65","538.21K","0.00%"
"02.06.2014","195.65","196.30","196.65","194.85","394.82K","0.33%"
"30.05.2014","195.00","195.30","196.15","194.70","488.32K","-0.15%"
"29.05.2014","195.30","194.00","195.65","194.00","288.87K","0.31%"
"28.05.2014","194.70","195.95","195.95","193.50","523.76K","-0.15%"
"27.05.2014","195.00","195.85","197.15","195.00","698.51K","-0.05%"
"26.05.2014","195.10","194.00","195.75","193.95","547.97K","1.17%"
"23.05.2014","192.85","191.45","193.45","190.60","600.69K","1.05%"
"22.05.2014","190.85","191.50","192.20","190.35","534.86K","0.00%"
"21.05.2014","190.85","190.00","191.70","189.65","645.47K","0.37%"
"20.05.2014","190.15","190.20","191.60","189.10","730.61K","0.16%"
"19.05.2014","189.85","188.30","190.65","185.90","677.62K","0.93%"
"16.05.2014","188.10","189.05","190.35","187.05","1.10M","0.21%"
"15.05.2014","187.70","189.35","191.50","186.65","1.05M","-0.56%"
"14.05.2014","188.75","189.20","191.35","188.50","1.10M","-1.51%"
"13.05.2014","191.65","191.35","195.00","190.70","1.57M","-0.08%"
"12.05.2014","191.80","190.80","192.10","190.00","555.85K","0.52%"
"09.05.2014","190.80","191.65","192.20","190.05","834.34K","-0.34%"
"08.05.2014","191.45","189.35","191.90","188.85","781.25K","1.89%"
"07.05.2014","187.90","187.75","189.90","187.40","729.64K","-0.56%"
"06.05.2014","188.95","191.70","192.00","187.80","690.46K","-0.97%"
"05.05.2014","190.80","190.45","191.00","187.75","605.79K","0.00%"
"02.05.2014","190.80","194.05","195.70","190.20","934.80K","-1.70%"
"30.04.2014","194.10","191.70","195.20","191.40","905.88K","0.94%"
"29.04.2014","192.30","197.15","197.85","191.40","1.74M","-1.16%"
"28.04.2014","194.55","194.55","195.55","192.40","614.97K","0.70%"
"25.04.2014","193.20","194.10","195.10","191.65","712.05K","-1.55%"
"24.04.2014","196.25","197.05","197.45","192.75","841.82K","0.15%"
"23.04.2014","195.95","198.95","199.45","194.85","858.86K","-1.31%"
"22.04.2014","198.55","197.15","199.00","196.35","732.56K","1.43%"
"17.04.2014","195.75","193.15","196.25","192.80","1.00M","1.08%"
"16.04.2014","193.65","191.10","194.60","190.40","858.06K","2.32%"
"15.04.2014","189.25","192.50","192.75","188.75","856.18K","-1.64%"
"14.04.2014","192.40","191.80","193.70","191.35","976.65K","-1.05%"
"11.04.2014","194.45","194.00","195.35","192.15","1.07M","-0.92%"
"10.04.2014","196.25","197.15","199.90","196.25","1.28M","-0.23%"
"09.04.2014","196.70","194.00","197.90","193.45","1.82M","3.58%"
"08.04.2014","189.90","189.90","191.35","187.55","883.02K","0.11%"
"07.04.2014","189.70","189.65","190.40","188.10","796.00K","-1.04%"
"04.04.2014","191.70","191.45","192.50","190.15","684.19K","0.52%"
"03.04.2014","190.70","191.00","192.60","189.90","793.34K","-0.16%"
"02.04.2014","191.00","192.80","193.95","190.45","950.99K","-0.34%"
"01.04.2014","191.65","189.35","192.45","188.85","902.72K","1.89%"
"31.03.2014","188.10","189.50","190.95","187.60","780.72K","-0.29%"
"28.03.2014","188.65","185.60","188.85","185.05","1.06M","2.39%"
"27.03.2014","184.25","183.05","185.00","182.60","567.73K","0.38%"
"26.03.2014","183.55","181.55","184.65","181.45","967.74K","1.44%"
"25.03.2014","180.95","178.55","181.00","178.50","762.48K","1.69%"
"24.03.2014","177.95","180.00","181.00","177.60","787.31K","-1.11%"
"21.03.2014","179.95","181.10","181.65","179.00","1.48M","-0.50%"
"20.03.2014","180.85","180.00","180.90","178.25","960.49K","-0.52%"
"19.03.2014","181.80","180.55","184.20","180.10","980.54K","0.78%"
"18.03.2014","180.40","180.00","183.05","178.15","899.90K","0.06%"
